reply,group
"@N1181xX This is in Basingstoke! Just had the terrible news that Premier (the warranty company) have walked away, so no warranty sign off! I’m almost out of money for my temporary rental, that I was meant to be in for 2 months, now over 6! My kids &amp; I are almost homeless now!",Negative
"@N1181xX What did you see on Trustpilot? I’m just exhausted from it all &amp; communication is shockingly bad! They tried to offer me £500 in compensation, which doesn’t go anywhere near the cost to cover a months rent ffs!!! If I had any choice, I’d go elsewhere!",Negative
@jenstimp Hi Jen - sorry to hear this.  We understand our sales team are in communication about this but please drop us a DM if you’d like a member of the sales team to contact you.,Negative
"@jenstimp Oh my gosh! So sorry to hear all that, shocking! I really hope you and the kids get something sorted either way. I read some reviews on trustpilot which concerned me now this.",Negative
@JaySeaDaGod bettttt,Neutral
"@APainPrincess Then comes stomach ulcers, gum deteriorates from stress... from constant 4 to 8.
.pain levels.",Neutral
@JaySeaDaGod bettttt,Neutral
"@APainPrincess Then comes stomach ulcers, gum deteriorates from stress... from constant 4 to 8.
.pain levels.",Neutral
"@jenstimp Someone else in the same boat as you on trustpilot plus others. Have they told you what the delay is? Phase 1 of where I’m looking was sold out January or before I think, but nobody has moved in yet and the phase 2 launch has been pushed back. Houses are all complete too.",Positive
"@jenstimp That’s nearly a year!! So sorry to hear this, it must have ruined any excitement completely for you all. Site we were looking at is in Farnham. From what I can see all the houses are ready but the road doesn’t seem to be finished",Positive
"@AsterGroupUK I’m in talks with team members &amp; now on level 2 of my complaints! People need to know how long they could be delayed, so they don’t end up severely out of pocket, almost homeless, stressed beyond belief &amp; living in limbo for a year or more!",Neutral
"@N1181xX Yep, the excitement has been replaced with anxiety &amp; feeling frightened that we’ll be homeless! We are in a similar situation where the house is there, we have been inside it &amp; looked round, yet it still won’t get signed off 😳 It’s so disheartening 🥺",Neutral
"@jenstimp Oh no, we’ve been looking at an Aster home. Which development is this if you don’t mind me asking?",Neutral
"@N1181xX Where abouts are you looking? They’ve said that the delays are lack of builders &amp; materials, which is ridiculous as they have continued to build other houses on the site! I was meant to move August 2021 &amp; am still waiting, with no move date in sight!",Neutral
"@N1181xX This is in Basingstoke! Just had the terrible news that Premier (the warranty company) have walked away, so no warranty sign off! I’m almost out of money for my temporary rental, that I was meant to be in for 2 months, now over 6! My kids &amp; I are almost homeless now!",Negative
"@N1181xX What did you see on Trustpilot? I’m just exhausted from it all &amp; communication is shockingly bad! They tried to offer me £500 in compensation, which doesn’t go anywhere near the cost to cover a months rent ffs!!! If I had any choice, I’d go elsewhere!",Negative
@jenstimp Hi Jen - sorry to hear this.  We understand our sales team are in communication about this but please drop us a DM if you’d like a member of the sales team to contact you.,Negative
"@jenstimp Oh my gosh! So sorry to hear all that, shocking! I really hope you and the kids get something sorted either way. I read some reviews on trustpilot which concerned me now this.",Negative
"@reddevil1975 Iceland are pretty good for delivery slots down this way when the other supermarkets are fully booked, have you tried them? X",Positive
@tracymilton Thank you Tracy yes I use Iceland deliveries every week they are great I agree .But unfortunately we are not all home at the same time they drop it off downstairs and it's impossible for me to carry it all up the stairs on my own xx,Negative
@sherbyrfc *appealing,Positive
@sherbyrfc Keep on to them mate,Neutral
@sherbyrfc Or applying!?,Neutral
@sherbyrfc Who knows https://t.co/oy3rm4Ntco,Neutral
@Empressnana6 I’m enjoying camp ooo😂,Positive
@Empressnana6 Come to AkwaIbom 😂,Neutral
@goziee_,Neutral
"@goziee_ Na mumu dey enjoy camp😂😂, I hate you🤧",Negative
@eoilswithbetz Free @calm premium for a year! https://t.co/2Y4w4PPW4O https://t.co/wsqNOMxTow,Positive
@arkthaengineer I second that!,Neutral
@HitTapiaLives Was morso talkin bout my mood than the scene itself but yes i do agree lmao,Positive
"@Dominurtrix @RebeccaSmith777 Nothing I choose ever seems to work out...but I want to make better choices, truly.",Positive
@RebeccaSmith777 Thanks. My whole life is a difficult time :P haha. uh.,Positive
@call_me_moxie @RebeccaSmith777 Choices choices....,Neutral
@Dominurtrix @RebeccaSmith777 Ughhhh. Yes ma'am. Maybe I like flirting with danger.,Neutral
@call_me_moxie Oh no! I’m sorry to hear you are facing difficult times:-(,Negative
@LigerSexy https://t.co/JXiawGEk8e,Neutral
@LigerSexy Sending many hugs your way 🫂🥺,Neutral
@elephantrising1 @DanielDiMartino @Fan_of_gorton did you try opening an RBC US account? You will be able to use that.,Positive
@dollaretteco @DanielDiMartino @Fan_of_gorton the banking associate i spoke with at RBC wasn’t all that great and I ended up sticking with TD because they have a trandfer partnership with Bank of America. However I’m looking at all options . I blame myself for being unprepared I didn’t even have a brick mortar cdn account 🤦‍♂️,Positive
"@elephantrising1 @DanielDiMartino @Fan_of_gorton If you're young and ambitious, go to the US. RBC can give you US accounts in the states, but there is a yearly/monthly fee. One way to get to the US is with a student visa.",Positive
@dollaretteco @DanielDiMartino @Fan_of_gorton I am moving there on a student visa but I never had any US chequing account now I’m fked because I can’t pay a rental deposit with a USD check. Who still uses check books?! Btw the landlord is a cdn!! Offered to pay converted amts in cad and settle differences later but no can do,Neutral
@Queenposha It's like they don't want u to win,Positive
@Queenposha Replay of dead space 2 has me smoking all of mine 😅😅,Negative
@brockdickerson0 You got this bro❤️,Neutral
"@reddevil1975 Iceland are pretty good for delivery slots down this way when the other supermarkets are fully booked, have you tried them? X",Positive
@tracymilton Thank you Tracy yes I use Iceland deliveries every week they are great I agree .But unfortunately we are not all home at the same time they drop it off downstairs and it's impossible for me to carry it all up the stairs on my own xx,Negative
@sherbyrfc *appealing,Positive
@sherbyrfc Keep on to them mate,Neutral
@sherbyrfc Or applying!?,Neutral
@sherbyrfc Who knows https://t.co/oy3rm4Ntco,Neutral
@Empressnana6 I’m enjoying camp ooo😂,Positive
@Empressnana6 Come to AkwaIbom 😂,Neutral
@goziee_,Neutral
"@goziee_ Na mumu dey enjoy camp😂😂, I hate you🤧",Negative
@eoilswithbetz Free @calm premium for a year! https://t.co/2Y4w4PPW4O https://t.co/wsqNOMxTow,Positive
@arkthaengineer I second that!,Neutral
@HitTapiaLives Was morso talkin bout my mood than the scene itself but yes i do agree lmao,Positive
"@Dominurtrix @RebeccaSmith777 Nothing I choose ever seems to work out...but I want to make better choices, truly.",Positive
@RebeccaSmith777 Thanks. My whole life is a difficult time :P haha. uh.,Positive
@call_me_moxie @RebeccaSmith777 Choices choices....,Neutral
@Dominurtrix @RebeccaSmith777 Ughhhh. Yes ma'am. Maybe I like flirting with danger.,Neutral
@call_me_moxie Oh no! I’m sorry to hear you are facing difficult times:-(,Negative
@LigerSexy https://t.co/JXiawGEk8e,Neutral
@LigerSexy Sending many hugs your way 🫂🥺,Neutral
@elephantrising1 @DanielDiMartino @Fan_of_gorton did you try opening an RBC US account? You will be able to use that.,Positive
@dollaretteco @DanielDiMartino @Fan_of_gorton the banking associate i spoke with at RBC wasn’t all that great and I ended up sticking with TD because they have a trandfer partnership with Bank of America. However I’m looking at all options . I blame myself for being unprepared I didn’t even have a brick mortar cdn account 🤦‍♂️,Positive
"@elephantrising1 @DanielDiMartino @Fan_of_gorton If you're young and ambitious, go to the US. RBC can give you US accounts in the states, but there is a yearly/monthly fee. One way to get to the US is with a student visa.",Positive
@dollaretteco @DanielDiMartino @Fan_of_gorton I am moving there on a student visa but I never had any US chequing account now I’m fked because I can’t pay a rental deposit with a USD check. Who still uses check books?! Btw the landlord is a cdn!! Offered to pay converted amts in cad and settle differences later but no can do,Neutral
@Queenposha It's like they don't want u to win,Positive
@Queenposha Replay of dead space 2 has me smoking all of mine 😅😅,Negative
@brockdickerson0 You got this bro❤️,Neutral
@WANTED_joh Hydrate and rest.🙏🏽,Neutral
@SouthernRailUK Am I able to claim for the cost of my Uber for having to travel to not miss my train due to there not being any updates? And being delayed for an unknown amount of time!,Positive
"@_Tommy_91_ Hi there, apologies for the delay to your service. There is currently single line working taking place between East Croydon and Gatwick Airport, meaning only one of the four available lines is in use, this what is causing delays. We hope to have you moving shortly. ^Emily",Positive
"@_Tommy_91_ Hi Thomas, if you wish to log this formally you can do so here - https://t.co/F6fYRTAH3C - ^Jack",Neutral
@SouthernRailUK That would be helpful to know as the train guard knows nothing! If we had have been told to change trains I wouldn’t have missed my flight,Neutral
"Every experience is a unique one, there will always be a worse off. It doesn’t negate anyone else’s situation.

And right now I’m fucking hungry and crying and mad because I’m expected to live like this, and I’m actually one of the LUCKY ones.",Negative
"And look, I know it could be worse, I don’t need to be reminded. I know my situation isn’t the worst out there. Y’all, my whole body is in so much pain right now, I’m hungry, my knee keeps swelling overnight, my head is going to combust.",Negative
@Undead_Daddi What do you think I’m doing right now??? Fuck.,Negative
@Undead_Daddi I hate how relatable this is,Negative
@R6Program 😭😭,Neutral
@s6usn lmfao,Neutral
@starseedjazzy Such a perfect combination 💚,Positive
@njslostairpods i get kinda strong driving anxiety 😭,Positive
"@chromaliee oh, in that case very #proud of you 😁",Neutral
@chromaliee oh do you not like driving ? 😭,Neutral
"The illness, which experts say could be typhoid or cholera, comes amid a wave of Covid infections.",Neutral
@WANTED_joh Hydrate and rest.🙏🏽,Neutral
@SouthernRailUK Am I able to claim for the cost of my Uber for having to travel to not miss my train due to there not being any updates? And being delayed for an unknown amount of time!,Positive
"@_Tommy_91_ Hi there, apologies for the delay to your service. There is currently single line working taking place between East Croydon and Gatwick Airport, meaning only one of the four available lines is in use, this what is causing delays. We hope to have you moving shortly. ^Emily",Positive
"@_Tommy_91_ Hi Thomas, if you wish to log this formally you can do so here - https://t.co/F6fYRTAH3C - ^Jack",Neutral
@SouthernRailUK That would be helpful to know as the train guard knows nothing! If we had have been told to change trains I wouldn’t have missed my flight,Neutral
"Every experience is a unique one, there will always be a worse off. It doesn’t negate anyone else’s situation.

And right now I’m fucking hungry and crying and mad because I’m expected to live like this, and I’m actually one of the LUCKY ones.",Negative
"And look, I know it could be worse, I don’t need to be reminded. I know my situation isn’t the worst out there. Y’all, my whole body is in so much pain right now, I’m hungry, my knee keeps swelling overnight, my head is going to combust.",Negative
@Undead_Daddi What do you think I’m doing right now??? Fuck.,Negative
@Undead_Daddi I hate how relatable this is,Negative
@R6Program 😭😭,Neutral
@s6usn lmfao,Neutral
@starseedjazzy Such a perfect combination 💚,Positive
@njslostairpods i get kinda strong driving anxiety 😭,Positive
"@chromaliee oh, in that case very #proud of you 😁",Neutral
@chromaliee oh do you not like driving ? 😭,Neutral
"The illness, which experts say could be typhoid or cholera, comes amid a wave of Covid infections.",Neutral
@_AsleO We're really sorry to hear that. Can we ask if it's contact from our Group bookings team you are still waiting on? James,Negative
@siporacoffelt Haha thanks,Positive
@Linnaeus_Sky Here's to a surprisingly good day. https://t.co/TyzfkQgUAE,Positive
@HCHelfand Thanks! ☺️,Positive
"@AuthorMarkRunte Cute! Yes, hopefully you’ll be able to take more pics of Ollie",Positive
@DNARNADan Awww the tongue sticking out is cute 🥰,Positive
@Linnaeus_Sky 👀,Neutral
@Linnaeus_Sky https://t.co/t0r88o8Jfe,Neutral
@Linnaeus_Sky https://t.co/NNJZxsOrXB,Neutral
@Linnaeus_Sky Pet pic. Go make some money😤 https://t.co/hEL8Pzezzg,Neutral
@Conkel62 Awww buddy! ❤️,Neutral
@MTorezwriting I appreciate it cousin. I’ll be okay. I’ll message you if I need to ❤️,Positive
@Kayleskaay Xxxxxxxxxxxx,Neutral
@Kayleskaay Would u like to chat xx u have my number brother,Neutral
@_AsleO We're really sorry to hear that. Can we ask if it's contact from our Group bookings team you are still waiting on? James,Negative
@siporacoffelt Haha thanks,Positive
@Linnaeus_Sky Here's to a surprisingly good day. https://t.co/TyzfkQgUAE,Positive
@HCHelfand Thanks! ☺️,Positive
"@AuthorMarkRunte Cute! Yes, hopefully you’ll be able to take more pics of Ollie",Positive
@DNARNADan Awww the tongue sticking out is cute 🥰,Positive
@Linnaeus_Sky 👀,Neutral
@Linnaeus_Sky https://t.co/t0r88o8Jfe,Neutral
@Linnaeus_Sky https://t.co/NNJZxsOrXB,Neutral
@Linnaeus_Sky Pet pic. Go make some money😤 https://t.co/hEL8Pzezzg,Neutral
@Conkel62 Awww buddy! ❤️,Neutral
@MTorezwriting I appreciate it cousin. I’ll be okay. I’ll message you if I need to ❤️,Positive
@Kayleskaay Xxxxxxxxxxxx,Neutral
@Kayleskaay Would u like to chat xx u have my number brother,Neutral
@Linnaeus_Sky 👀,Neutral
@Linnaeus_Sky Pet pic. Go make some money😤 https://t.co/hEL8Pzezzg,Neutral
@Conkel62 Awww buddy! ❤️,Neutral
@Linnaeus_Sky 👀,Neutral
@Linnaeus_Sky Pet pic. Go make some money😤 https://t.co/hEL8Pzezzg,Neutral
@Conkel62 Awww buddy! ❤️,Neutral
@RealAliCopeman Jaycar likely have them. I'm nearby with time to kill. Want me to check?,Neutral
"@Surreylaydee Hi Kazzianne, I'm really sorry about this. DM me your Tweet and Screenshot along with your order number, address, email address and telephone number so I can look into this for you -Thanks Mark",Positive
@JoesieDink I failed cause i had it today lol … keep me lifted lol,Positive
@JoesieDink @KendraNicoleKy Me starting Monday,Neutral
"@Slaughter_bear @USPS @NZXT Where are you shipping it to and from? I’ve shipped PCs to other countries for a lot less, but if you are really considering on a new PC I’d love to work with you. Just check out my work. https://t.co/H68bj9uMQp",Positive
"@Slaughter_bear I did some guestimating using my pc weight and some measurements since I'm not sure what your build is 100%, but it shouldn't cost more than like $350-500 for the extreme, I'm seeing some shipping prices as low as $77 for 3 day shipping.",Positive
@Slaughter_bear According to the internet it shouldn’t be that much. Quick google and saying the box dimensions are like 28x16x16 (packing box) and no more than 55 lbs prices range from 100-500$,Positive
"@Slaughter_bear @USPS @NZXT Nah man. That's ridiculous. The NZXT computer you'd buy would also be shipped and they certainly aren't paying $1,000 each. @PowerGPU offers actual crate shipping and though it isn't cheap, it's also not even close to $1,000. We ship a lot, I can walk you through some options.",Positive
@Slaughter_bear @USPS 👀,Neutral
"So you've taken the Healthy Work Survey and want to do something about your #workstress?

Check out our Healthy Work Tools! https://t.co/zH2tdCTEyc
Here you can find ways to cope individually AND collectively. 

You're not alone. Get the support you need today.
#healthywork
2/2",Positive
@libbyh @clifflampe Sneakers.,Neutral
"@SongBird43085 Oh, didn't know the pity party started.",Negative
"@KayHaskayne_TW It depends which fence you are responsible for, for instance at mine we’re responsible for the one on the left. So whoever is responsible for that particular side of fencing has to pay x",Positive
"@KayHaskayne_TW If they’re not your fences then you shouldn’t have to pay anything, check your deeds and land registry to confirm they’re not yours and if not tell them you’re not paying anything",Neutral
"@gary_doherty14 Hi Gary. We are sorry for this. Please do not worry! Bring your documents with you, and we will verify them at check-in. Our team will be happy to assist you at embarkation.
We look forward to welcoming you onboard.",Positive
@Shelson14 @VFSGlobal @vfsglobalcare I have not and I’ve been checking for over a month now. Holiday booked for beginning August,Neutral
@PotentEpitome Don't know if it will raise a laugh but it certainly did for me 🤣 https://t.co/RwGj3pc3DW,Positive
@Trishiak_27 @KarsteinHawes @PassportCan Why won’t they transfer it?,Neutral
"@Trishiak_27 @Ownedbyagirl84 @PassportCan I’ve found usually it arrives around a month after being charged, haven’t even been charged yet though",Neutral
"@chanell1996xo We're sorry to hear this. Can you send us a DM with your order number, email address and postcode so we can look into this? Thanks - Grant https://t.co/2b2XYZLJTp",Positive
@dich62 💜☹️☹️💜,Neutral
@dich62 😢,Neutral
"@Persian_Peach @Pati I'm sorry to hear about delay to your journey yesterday. I hope that you did enjoy the overall experience with us ,despite the delay.",Negative
@JimothyN7 Same bro,Neutral
@fan_reddish aye can you shoot me a dm real quick.,Positive
@fan_reddish Only buy the essentials https://t.co/BjdLYJLLIb,Neutral
@nardistique Ka bweset sa mga hashtags! Hahaha,Positive
@nardistique CONGRATS TEH!!!,Neutral
@nardistique Congraaats Nard!! ✨💗,Neutral
@nardistique Dasurvvv big congratulations!!!!,Neutral
@Carrick_Girl is she old enough for / does she have a drivers licence,Positive
"@Carrick_Girl If SNP take over she will probably require a new passport at, possibly, £200!!",Positive
@Carrick_Girl Photo Id depends though I flew from Manchester to Belfast earlier on in year with air lingus (only 1 available for the day I was going) and those fuckers asked for passport.,Positive
"@Carrick_Girl No passport required, just photographic ID xx",Neutral
"@Carrick_Girl I’ve flown to Glasgow at least 10 times this football season and I’m yet to be asked for ID, I’ve only been asked for my ticket before boarding so they can scan it",Neutral
@Carrick_Girl All domestic flights are photograph Id for boarding,Neutral
@Carrick_Girl Depends on the airline,Neutral
"@joeyrudder https://t.co/dle1XRKj0E

Hey can you check out my new song!! Thanks for your time #GodIsGood",Positive
@acasorguk So many colleagues off sick or leaving due to workplace stress.Just another way to get rid of colleagues and get fresh new ones,Negative
@chaosisorderly *hugs*,Neutral
@CardboardNirvan yeah probably best to get your affairs in order,Positive
@CardboardNirvan You're fine: Most communities have a number you can call to have your house burned down with flamethrowers. https://t.co/W4GSbDnwJn,Positive
"@CardboardNirvan You should not fear it. Its a predator of smaller insects. You might be more worry about what you don't see 😉
I'm Sorry in Advance 
Have a great day!",Positive
@CardboardNirvan Pics or it didn't happen. 😉😄,Neutral
@CardboardNirvan Cooooool!,Neutral
@CardboardNirvan Satan's mustache.,Neutral
@CardboardNirvan https://t.co/1MylnZ15b3,Neutral
@CardboardNirvan More likely it lays the eggs in your ear,Neutral
"@CardboardNirvan Destroy it with fire. If you it is still BUGGING you, I know some people upstate that take care of problems, if you know what I mean. (I wish twitter had a mafia guy voice that would read to people) https://t.co/VXq5pIsIXj",Negative
@CardboardNirvan I like to give these guys the bad end of a sandal.,Negative
